business_id,attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,categories,latitude,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.Payment Types.mastercard,attributes.Parking.lot,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,attributes.Payment Types.amex,name,hours.Monday.open,attributes.Waiter Service,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Good For Kids,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Payment Types.cash_only,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Payment Types.discover,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Payment Types.visa,type,attributes.Caters,attributes.Ambience.intimate,attributes.Music.playlist,attributes.Good For.latenight,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.By Appointment Only,attributes.Dietary Restrictions.kosher,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Hair Types Specialized In.perms,attributes.Music.jukebox,attributes.Ambience.upscale
nvrdAXTmWV_wsyQguO3acw,,,,7:00,,,,,7:00,Specialty Schools;Vocational & Technical School;Education,33.472129,,,,,,,,7:00,,,Training To You Inc,7:00,,,,,,,,,,,,,,3,,AZ,,17:00,,,,,"2200 N Central Ave
Ste 400
Phoenix, AZ 85004",17:00,,,,,,,,,,,17:00,,TRUE,Phoenix,,,,4.5,,business,,,,,,,-112.074811,17:00,,17:00,,,,,,,,,,,,,,,,7:00,,,,,,,,,,,
QC3osgPdEl_TEZA2CtNeQw,,,,,,,,,,Medical Centers;Health & Medical,33.4670273,,,,,,,,,,,Digestive Health Center of Arizona,,,,,,,,,,,,,,,5,,AZ,,,,,,,"349 E Coronado Rd
Phoenix, AZ 85004",,,,,,,,,,,,,,TRUE,Phoenix,,,,3,,business,,,,,,,-112.0669197,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,
wki-Qlp3OWgH0XtZ-Jz_WQ,FALSE,,,7:00,,,,,7:00,Food;Coffee & Tea;Sandwiches;Restaurants,33.44837568,TRUE,beer_and_wine,FALSE,,FALSE,FALSE,,7:00,FALSE,,Duck & Decanter,7:00,FALSE,TRUE,FALSE,,,,,,1,FALSE,TRUE,,,35,,AZ,TRUE,19:00,TRUE,,FALSE,TRUE,"1 N Central Ave
Phoenix, AZ 85004",19:00,,,FALSE,,,FALSE,,,FALSE,TRUE,19:00,free,TRUE,Phoenix,,TRUE,,4,,business,TRUE,FALSE,,FALSE,FALSE,,-112.0727069,19:00,,19:00,,TRUE,TRUE,,,,,FALSE,,TRUE,,,TRUE,,,7:00,average,,casual,,TRUE,,,FALSE,,,FALSE
OoHWabV-ym7_HWlHeXTsVA,FALSE,,,9:00,,,,,9:00,Cheesesteaks;Sandwiches;Restaurants,33.479508,TRUE,none,FALSE,,TRUE,FALSE,,9:00,FALSE,,Best of Philly,9:00,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,49,,AZ,TRUE,16:00,TRUE,,FALSE,TRUE,"2818 N Central Ave
Phoenix, AZ 85004",16:00,,,FALSE,,,FALSE,10:30,,FALSE,FALSE,16:00,no,TRUE,Phoenix,,TRUE,,3.5,,business,FALSE,FALSE,,FALSE,FALSE,,-112.074206,16:00,,16:00,16:00,TRUE,FALSE,,,,,FALSE,,TRUE,,,,,,9:00,average,,casual,,FALSE,,,FALSE,,,FALSE
HFT3DqcWXrWaxbLFgI1jjg,,,,8:00,,,,,8:00,Local Services;Printing Services,33.4759172,,,,,,,,8:00,,,Fastsigns,8:00,,,,,,,,,,,,,,3,,AZ,,17:00,,,,,"2517 N Central Ave
Phoenix, AZ 85004",17:00,,,,,,,,,,,17:00,,TRUE,Phoenix,,,,4.5,,business,,,,,,,-112.0734504,17:00,,17:00,,,,,,,,,,,,,,,,8:00,,,,,,,,,,,
JIV4LF8KE8pAUnU28QAhIw,,,,10:00,,,,,10:00,Shopping Centers;Fashion;Shopping;Department Stores,33.451853,,,,,FALSE,,,10:00,,,Arizona Center,10:00,,TRUE,,,,,,,2,,FALSE,,,46,,AZ,TRUE,21:00,,,FALSE,,"400 E Van Buren St
Phoenix, AZ 85004",21:00,,,,,,,10:00,,,,21:00,,TRUE,Phoenix,,TRUE,,3,,business,,,,,,,-112.068594,21:00,,21:00,21:00,,FALSE,11:00,,,,,17:00,,,,,,,10:00,,,,,,,,,,,
NdHDqKjNyeocNRShjUPyZQ,,,,10:00,,,,,10:00,Beauty & Spas;Nail Salons,33.4794304,,,,,TRUE,,,10:00,,,Cali Nails 4,10:00,,FALSE,,,,,,,2,,FALSE,,,29,,AZ,TRUE,19:00,,,FALSE,,"2813 N Central Ave
Phoenix, AZ 85004",19:00,,,,,,,10:00,,,,19:00,,TRUE,Phoenix,,,,3.5,,business,,,,,,,-112.0736833,19:00,,19:00,18:30,,FALSE,11:00,,,,,17:00,,FALSE,,,,,10:00,,,,,,,,,,,
oSKT5oZX1NWYaHwOWL5lag,FALSE,,,17:00,,,,,11:00,Japanese;Restaurants,33.4793963,FALSE,beer_and_wine,FALSE,,TRUE,FALSE,FALSE,11:00,FALSE,,Ichi Ban Japanese Restaurant & Sushi,11:00,TRUE,FALSE,FALSE,yes_free,,,,,2,FALSE,FALSE,,,40,,AZ,TRUE,14:30,TRUE,TRUE,FALSE,TRUE,"2815 N Central Ave
Phoenix, AZ 85004",21:00,,,FALSE,,,FALSE,17:00,,FALSE,FALSE,14:30,no,TRUE,Phoenix,,TRUE,,3.5,,business,,FALSE,,FALSE,FALSE,,-112.0736133,14:30,,14:30,21:30,TRUE,FALSE,,,,,TRUE,,TRUE,,,,,,11:00,average,,casual,,TRUE,,,FALSE,,,FALSE
QAe9UHKsxPdXQovBpaznMQ,FALSE,,,7:00,,,,,7:00,Delis;Fast Food;Sandwiches;Restaurants,33.476644,FALSE,none,FALSE,,TRUE,FALSE,,7:00,FALSE,,Schlotzskys Deli,7:00,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,15,,AZ,TRUE,21:00,TRUE,,FALSE,TRUE,"2601 N Central Ave
Phoenix, AZ 85004",21:00,,,FALSE,,,FALSE,8:00,,FALSE,FALSE,21:00,paid,FALSE,Phoenix,,TRUE,,2.5,,business,TRUE,FALSE,,FALSE,FALSE,,-112.0736968,21:00,,21:00,21:00,TRUE,FALSE,9:00,,,,FALSE,19:00,FALSE,,,,FALSE,,7:00,average,,casual,,TRUE,,,FALSE,,,FALSE
q1nDSpmV-FdTBNj6UuZvTg,FALSE,,,10:00,,,,,10:00,Barbeque;Restaurants,33.4795817,TRUE,beer_and_wine,FALSE,,TRUE,FALSE,,10:00,FALSE,,Honey Bear's BBQ,10:00,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,191,,AZ,TRUE,21:00,TRUE,TRUE,FALSE,TRUE,"2824 N Central Ave
Phoenix, AZ 85004",20:00,,,FALSE,,,FALSE,10:00,,FALSE,TRUE,20:00,no,TRUE,Phoenix,,TRUE,,3,,business,TRUE,FALSE,,FALSE,FALSE,,-112.0739539,20:00,,20:00,21:00,TRUE,FALSE,10:00,,,,TRUE,20:00,TRUE,,,FALSE,,,10:00,average,,casual,,TRUE,,,FALSE,,,FALSE
muCl5p-9ut1sY0aKeUeRhw,FALSE,,TRUE,16:00,,,,,16:00,Wine Bars;Bars;American (New);Nightlife;Restaurants,33.463172,TRUE,full_bar,TRUE,,TRUE,FALSE,,16:00,FALSE,,Cheuvront,16:00,TRUE,FALSE,FALSE,,,FALSE,,TRUE,2,FALSE,FALSE,FALSE,FALSE,189,,AZ,TRUE,22:00,FALSE,FALSE,FALSE,TRUE,"1326 N Central Ave
Phoenix, AZ 85004",22:00,,,FALSE,FALSE,,TRUE,16:00,,TRUE,FALSE,22:00,no,FALSE,Phoenix,,TRUE,,3.5,,business,TRUE,FALSE,,FALSE,TRUE,FALSE,-112.074725,22:00,,22:00,22:00,FALSE,FALSE,16:00,,FALSE,,TRUE,21:00,FALSE,,,,,,16:00,quiet,no,casual,,TRUE,,,TRUE,,FALSE,FALSE
oCA2OZcd_Jo_ggVmUx3WVw,FALSE,,TRUE,11:00,,,,FALSE,11:00,Bars;American (Traditional);Nightlife;Sports Bars;Barbeque;Restaurants,33.44480198,TRUE,full_bar,FALSE,,FALSE,FALSE,,11:00,FALSE,,Alice Cooper'stown,11:00,TRUE,TRUE,FALSE,no,,FALSE,,TRUE,2,FALSE,FALSE,FALSE,FALSE,299,,AZ,TRUE,22:00,TRUE,TRUE,FALSE,TRUE,"101 E Jackson St
Phoenix, AZ 85004",21:00,,,FALSE,FALSE,,TRUE,11:00,,FALSE,FALSE,21:00,free,TRUE,Phoenix,,TRUE,,3.5,,business,FALSE,FALSE,,FALSE,TRUE,FALSE,-112.0721177,21:00,,21:00,22:00,TRUE,FALSE,11:00,,FALSE,,TRUE,17:00,TRUE,,,,,,11:00,loud,outdoor,casual,,TRUE,,,FALSE,,FALSE,FALSE
eK6KGMKqU_4nB9RdayZD7Q,FALSE,,,,,,,,,Mexican;Restaurants,33.4423368,TRUE,full_bar,FALSE,,TRUE,FALSE,,,FALSE,,Tee Pee Tap Room,,TRUE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,22,,AZ,TRUE,,TRUE,TRUE,FALSE,TRUE,"602 E Lincoln St
Phoenix, AZ 85004",,,,FALSE,,,FALSE,,,FALSE,FALSE,,,TRUE,Phoenix,,TRUE,,2.5,,business,,FALSE,,FALSE,FALSE,,-112.0657857,,,,,FALSE,FALSE,,,,,TRUE,,FALSE,,,,,,,loud,,casual,,TRUE,,,FALSE,,,FALSE
6apEKjkj5j1W1sS1dSwWyA,,,,9:30,,,,,9:30,Arts & Entertainment;Art Galleries;Shopping,33.440699,,,,,TRUE,,,9:30,,,Bentley Projects,,,FALSE,,,,,,,4,,FALSE,,,10,,AZ,TRUE,17:30,,,FALSE,,"215 E Grant St
Phoenix, AZ 85004",17:30,,,,,,,9:30,,,,17:30,,TRUE,Phoenix,,TRUE,,4.5,,business,,,,,,,-112.070571,,,17:30,17:30,FALSE,FALSE,,,,,,,,TRUE,,,,,9:30,,,,,,,,,,,
uFJwKlHL6HyHSJmORO8-5w,,,,,,,,,,Arts & Entertainment;Stadiums & Arenas,33.4459,,,,,,,,,,,US Airways Center,,,,,,,,,,,,,,,118,,AZ,,,,,,,"201 East Jefferson Street
Phoenix, AZ 85004",,,,,,,,,,,,,,TRUE,Phoenix,,,,4,,business,,,,,,,-112.071211,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
jYsa5qLFZxhVtwDHZMW-SA,,,,,,,,,,Hotels & Travel;Event Planning & Services;Hotels,33.454997,,,,,,,,,,,Holiday Inn Express,,,,,,,,,,2,,,,,16,,AZ,TRUE,,,,,,"620 N. 6th St.
Phoenix, AZ 85004",,,,,,,,,,,,,free,TRUE,Phoenix,,,,4.5,,business,,,,,,,-112.066857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jn3OgTqiQIFymRA9U0PTfQ,FALSE,,,,,,,,,American (New);Restaurants,33.444799,TRUE,full_bar,FALSE,,,FALSE,,,,,Arizona Baseball Club Restaurant,,TRUE,,FALSE,,,,,,2,,,,,6,,AZ,TRUE,,,,,FALSE,"401 E Jefferson St
Phoenix, AZ 85004",,,,,,,TRUE,,,FALSE,FALSE,,,TRUE,Phoenix,,,,3.5,,business,,FALSE,,,,,-112.066662,,,,,TRUE,,,,,,TRUE,,FALSE,,,,,,,average,,casual,,TRUE,,,FALSE,,,FALSE
1-1VcGTL3GyCqUpXZLFTZA,FALSE,,,11:00,,,,FALSE,11:00,American (Traditional);Restaurants,33.445956,TRUE,full_bar,FALSE,,FALSE,FALSE,FALSE,11:00,FALSE,,Friday's Front Row Sports Grill,11:00,TRUE,TRUE,FALSE,yes_free,,,,,2,FALSE,TRUE,,,73,,AZ,TRUE,22:00,TRUE,FALSE,FALSE,TRUE,"Chase Field
401 E Jefferson St
Phoenix, AZ 85004",22:00,,,FALSE,,,TRUE,11:00,,FALSE,FALSE,22:00,free,TRUE,Phoenix,,TRUE,,3.5,,business,TRUE,FALSE,,FALSE,TRUE,,-112.06625,22:00,,22:00,22:00,TRUE,FALSE,11:00,,,,TRUE,22:00,TRUE,,,,,,11:00,average,,casual,,TRUE,,,FALSE,,,FALSE
YRJKTPc7Tkz1cbjGHmOHuw,,,FALSE,9:00,,,,,18:00,Arts & Entertainment;Art Galleries;Shopping,33.458481,FALSE,none,,,TRUE,,,9:00,,,Modified Arts,9:00,,TRUE,,,,TRUE,,,1,,FALSE,,,29,,AZ,TRUE,21:00,,,FALSE,,"407 E Roosevelt St
Phoenix, AZ 85004",17:00,,,,FALSE,,,12:00,,,,17:00,,TRUE,Phoenix,,TRUE,,3.5,,business,,,,,,FALSE,-112.06822,17:00,,17:00,16:00,TRUE,FALSE,,,FALSE,,,,,,,,,,9:00,,no,,,TRUE,,FALSE,,,FALSE,
dNEAXZDrZ3TtK4d7Pl2Ydg,FALSE,,FALSE,,,,,,,Arts & Entertainment;Performing Arts;Nightlife;Music Venues,33.448586,FALSE,full_bar,FALSE,,FALSE,FALSE,,,,,Phoenix Symphony,,,TRUE,TRUE,,,TRUE,,FALSE,2,,TRUE,FALSE,FALSE,15,,AZ,TRUE,,,,FALSE,,"1 N 1st St
Ste 200
Phoenix, AZ 85004",,,,,FALSE,,,,,FALSE,,,,TRUE,Phoenix,,,,4.5,,business,,FALSE,,,,TRUE,-112.0721,,,,,TRUE,FALSE,,,FALSE,,FALSE,,FALSE,,,,,,,quiet,outdoor,,,TRUE,,,FALSE,,FALSE,FALSE
uaAMGh8gMoJD4nLFzNsM-A,,,,10:00,,,,,10:00,Food;Ice Cream & Frozen Yogurt,33.448333,,,,,FALSE,,,10:00,,,A Touch of Yogurt,10:00,,TRUE,,,,,,,1,,FALSE,,,13,,AZ,TRUE,16:00,,,FALSE,,"2 N Central Ave
Phoenix, AZ 85004",16:00,,,,,,,,,,,16:00,no,TRUE,Phoenix,,TRUE,,4,,business,,,,,,,-112.074127,16:00,,16:00,,,FALSE,,,,,,,,,,,,,10:00,,,,,,,,,,,
JR95uaM82xBUIZ-kQ785iA,FALSE,,TRUE,16:00,,,,,16:00,Bars;Nightlife,33.4493603,TRUE,beer_and_wine,FALSE,,TRUE,FALSE,,16:00,,,Bar Bianco,16:00,TRUE,TRUE,TRUE,,,FALSE,,,2,,TRUE,,FALSE,51,,AZ,TRUE,23:00,,,FALSE,,"609 E Adams St
Phoenix, AZ 85004",22:00,,,,FALSE,,,12:00,,FALSE,FALSE,22:00,,TRUE,Phoenix,,,,4.5,,business,,FALSE,,,,FALSE,-112.0660026,22:00,,22:00,23:00,FALSE,TRUE,,,FALSE,,FALSE,,FALSE,,,,,,16:00,average,outdoor,,,TRUE,,,FALSE,,TRUE,FALSE
odhXwWaYZvD_icIN6f_DbA,FALSE,,,7:30,TRUE,,,,7:30,Greek;Mediterranean;Sandwiches;Restaurants,33.4574932,TRUE,none,FALSE,,TRUE,FALSE,,7:30,FALSE,,Athenian Express,7:30,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,75,,AZ,TRUE,17:00,TRUE,TRUE,FALSE,TRUE,"814 N Central Ave
Phoenix, AZ 85004",17:00,,,FALSE,,,FALSE,8:00,,FALSE,FALSE,17:00,no,TRUE,Phoenix,,TRUE,,3.5,,business,TRUE,FALSE,,FALSE,FALSE,,-112.0740241,17:00,,17:00,16:00,TRUE,FALSE,,,,,TRUE,,TRUE,,,,,,7:30,average,,casual,,TRUE,,,FALSE,,,FALSE
MwmXm48K2g2oTRe7XmssFw,,,,10:00,,,,,10:00,Museums;Arts & Entertainment;Art Galleries;Shopping,33.4484279,,,,,FALSE,,,10:00,,,Arizona Science Center,10:00,,FALSE,,,,,,,2,,TRUE,,,171,,AZ,TRUE,17:00,,,FALSE,,"600 E Washington St
Phoenix, AZ 85004",17:00,,,,,,,10:00,,,,17:00,,TRUE,Phoenix,,,,4,,business,,,,,,,-112.0672856,17:00,,17:00,17:00,TRUE,FALSE,10:00,,,,,17:00,,FALSE,,,,,10:00,,,,,,,,,,,
KXt0Iky3ybeLsbY9KC6GSA,,,,,,,,,,Doctors;Health & Medical;Cardiologists,33.477057,,,,,,,,,,,Arizona Heart Institute,,,,,,,,,,,,,,,4,,AZ,,,,,,,"2632 N 20th St
Phoenix, AZ 85006",,,,,,,,,,,,,,TRUE,Phoenix,,,,2,,business,,,,,,,-112.040398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avPNEqlXgyBvTXjb-ujQFA,,,,,,,,,,Pizza;Restaurants,33.4794961,FALSE,none,,,FALSE,,,,FALSE,,Pizza Hut,,FALSE,FALSE,,,,,,,1,FALSE,FALSE,,,4,,AZ,TRUE,,TRUE,,FALSE,TRUE,"2835 N 16th St
Ste 7
Phoenix, AZ 85006",,,,FALSE,,,FALSE,,,,TRUE,,,TRUE,Phoenix,,FALSE,,2,,business,FALSE,,,FALSE,TRUE,,-112.0469586,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,casual,,TRUE,,,,,,
ldIxXmxD3Cku0vODGYb9dQ,,,,,,,,,,Sandwiches;Restaurants,33.4794961,FALSE,none,,,FALSE,,,,FALSE,,Subway,,FALSE,FALSE,,,,,,,1,FALSE,FALSE,,,7,,AZ,TRUE,,FALSE,,FALSE,TRUE,"2835 N 16th St
Suite 5
Phoenix, AZ 85006",,,,FALSE,,,FALSE,,,,FALSE,,,TRUE,Phoenix,,TRUE,,2.5,,business,,,,FALSE,FALSE,,-112.0469586,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,casual,,TRUE,,,,,,
tGy3GH47a4UdkJ0KsUPzYA,,,,8:00,,,,,8:00,Local Services;Community Service/Non-Profit,33.4657212,,,,,,,,8:00,,,Big Brothers Big Sisters of Central Arizona,8:00,,,,,,,,,,,,,,4,,AZ,TRUE,16:00,,,,,"1010 E McDowell Rd
Ste 400
Phoenix, AZ 85006",17:00,,,,,,,,,,,17:00,,TRUE,Phoenix,,,,3.5,,business,,,,,,,-112.060172,17:00,,17:00,,,,,,,,,,,,,,,,8:00,,,,,,,,,,,
CAD0tKIttOTTgT7TMJa-lQ,,,,0:00,,,,,0:00,Health & Medical;Hospitals,33.46430588,,,,,,,,0:00,,,Banner Good Samaritan Medical Center,0:00,,,,,,,,,,,,,,31,,AZ,,0:00,,,,,"1111 East McDowell Road
Phoenix, AZ 85006",0:00,,,,,,,0:00,,,,0:00,,TRUE,Phoenix,,,,3.5,,business,,,,,,,-112.0587921,0:00,,0:00,0:00,,,0:00,,,,,0:00,,FALSE,,,,,0:00,,,,,,,,,,,
GiElN3AF8N4ZpfH6PNRjdg,,,,,,,,,,Shopping;Photography Stores & Services,33.4949419,,,,,TRUE,,,,,,Photomart,,,FALSE,,,,,,,2,,FALSE,,,11,,AZ,TRUE,,,,FALSE,,"7038 E Indian School Rd
Scottsdale, AZ 85251",,,,,,,,,,,,,,TRUE,Scottsdale,,TRUE,,4,,business,,,,,,,-111.9292992,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
hWhVP-28LYP3llaMlAJ_JA,FALSE,,,10:00,,,,FALSE,10:00,Mexican;Restaurants,33.466442,FALSE,full_bar,FALSE,,TRUE,FALSE,,10:00,FALSE,,Rosita's Place,10:00,TRUE,FALSE,FALSE,no,,,,,1,FALSE,FALSE,,,129,,AZ,TRUE,23:00,TRUE,TRUE,FALSE,TRUE,"2310 E McDowell Rd
Phoenix, AZ 85006",22:00,,,FALSE,,,TRUE,10:00,,FALSE,FALSE,22:00,no,TRUE,Phoenix,,TRUE,,4,,business,TRUE,FALSE,,FALSE,TRUE,,-112.032374,22:00,,22:00,23:00,TRUE,FALSE,8:00,,,,TRUE,21:00,TRUE,,,FALSE,,,10:00,average,,casual,,TRUE,,FALSE,FALSE,,,FALSE
c6sTwXAwIAgf2YQtA4ZWHg,TRUE,,TRUE,14:00,,,,,14:00,Bars;Gay Bars;Nightlife,33.4657958,TRUE,full_bar,FALSE,,TRUE,FALSE,,14:00,,,Cash Inn Country,,,FALSE,FALSE,,,FALSE,,,1,,FALSE,,TRUE,22,,AZ,TRUE,2:00,,,FALSE,,"2140 E McDowell Rd
Phoenix, AZ 85006",1:00,,,,FALSE,,,12:00,,FALSE,,1:00,,TRUE,Phoenix,,TRUE,,4,,business,,FALSE,,,,FALSE,-112.0355262,,,1:00,2:00,,FALSE,12:00,,TRUE,,TRUE,1:00,FALSE,,,,,,14:00,loud,outdoor,,,TRUE,,,FALSE,,FALSE,FALSE
ps4-uXHymYSa6tjxLVZ-wg,,,,7:00,,,,,7:00,Automotive;Body Shops,33.4525847,,,,,,,,7:00,,,Ultra Collision,7:00,,,,,,,,,,,,,,8,,AZ,,16:30,,,,,"336 N 16th St
Phoenix, AZ 85006",16:30,,,,,,,7:00,,,,16:30,,TRUE,Phoenix,,,,5,,business,,,,,,,-112.0478328,16:30,,16:30,12:30,,,,,,,,,,,,,,,7:00,,,,,,,,,,,
ixTr1qXUFGTzyaZUuCDDvg,FALSE,,,,,,,,,Burgers;American (Traditional);Fast Food;Restaurants,33.465411,FALSE,none,FALSE,,TRUE,FALSE,,,FALSE,,Whataburger,,FALSE,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,20,,AZ,TRUE,,TRUE,,FALSE,TRUE,"737 E Mcdowell Rd
Phoenix, AZ 85006",,,,FALSE,,,FALSE,,,FALSE,FALSE,,,TRUE,Phoenix,,,,3,,business,,FALSE,,FALSE,FALSE,,-112.063511,,,,,TRUE,FALSE,,,,,FALSE,,TRUE,,,,TRUE,,,average,,casual,,TRUE,,,FALSE,,,FALSE
gZJmtLYGNLoAFU82XjJ75g,,,,,,,,,,Hair Salons;Beauty & Spas,33.4656583,,,,,FALSE,,,,,,El Y Ella,,,FALSE,,,,,,,3,,FALSE,,,5,,AZ,TRUE,,,,FALSE,,"1731 E McDowell Rd
Phoenix, AZ 85006",,,,,,,,,,,,,,TRUE,Phoenix,,,,3.5,,business,,,,,,,-112.0443191,,,,,FALSE,FALSE,,,,,,,,FALSE,,,,,,,,,,,,,,,,
ZoQAOnEFnyHjSpomtfqesA,,,,10:30,,,,FALSE,10:30,Sandwiches;Restaurants,33.4702022,TRUE,none,,,TRUE,,,10:30,FALSE,,That's A Wrap,10:30,FALSE,FALSE,,no,,,,,1,FALSE,FALSE,,,82,,AZ,TRUE,17:00,TRUE,TRUE,FALSE,TRUE,"2022 N 7th St
Phoenix, AZ 85006",17:00,,,FALSE,,,FALSE,10:30,,,FALSE,17:00,,FALSE,Phoenix,,TRUE,,4,,business,,,,FALSE,FALSE,,-112.0653186,17:00,,17:00,15:00,TRUE,FALSE,,,,,,,,,,,,,10:30,,,casual,,FALSE,,,,,,
BSGcS1EWEkGP2LS1nOZGPA,,,,,,,,,,Hotels & Travel;Event Planning & Services;Hotels,33.4512537,,,,,,,,,,,Super 8 Phoenix Downtown,,,,,,,,,,1,,,,,14,,AZ,TRUE,,,,,,"965 East Van Buren
Phoenix, AZ 85006",,,,,,,,,,,,,free,TRUE,Phoenix,,,,2,,business,,,,,,,-112.059237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ACllAGN__ceWI3VS6vDSQ,,,,9:00,,,,,9:00,Local Services;Career Counseling;Community Service/Non-Profit;Professional Services,33.4657559,,,,,,,,9:00,,,Fresh Start Women's Resource Center,9:00,,,,,,,,,,,,,,4,,AZ,,14:00,,,,,"1130 E McDowell Rd
Phoenix, AZ 85006",19:00,,,,,,,9:00,,,,19:00,,TRUE,Phoenix,,,,4.5,,business,,,,,,,-112.0571849,19:00,,19:00,14:00,,,,,,,,,,,,,,,9:00,,,,,,,,,,,
35fKolVRrf2ulODyHw04cQ,,,,,,,,,,"Books, Mags, Music & Video;Shopping;Bookstores",33.5032209,,,,,TRUE,,,,,,Alpha Book Center,,,FALSE,,,,,,,2,,FALSE,,,6,,AZ,TRUE,,,,FALSE,,"4532 N 7th St
Ste 101
Phoenix, AZ 85014",,,,,,,,,,,,,,TRUE,Phoenix,,,,4,,business,,,,,,,-112.0654983,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
zbfpbo1Soi41YUI9TxdwxA,,,,,,,,,,Tires;Automotive,33.4656263,,,,,,,,,,,The Wheel Shop,,,,,,,,,,,,,,,5,,AZ,,,,,,,"1621 E McDowell Rd
Phoenix, AZ 85006",,,,,,,,,,,,,,TRUE,Phoenix,,,,3,,business,,,,,,,-112.0466072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apCfJVnRyaw6oVUBKujpUQ,FALSE,,,9:00,,,,FALSE,9:00,Grocery;Mexican;Food;Ethnic Food;Specialty Food;Restaurants,33.45107,FALSE,beer_and_wine,FALSE,,TRUE,FALSE,,9:00,FALSE,,La Tolteca Mexican Foods,9:00,FALSE,FALSE,FALSE,no,,,,,1,FALSE,FALSE,,,147,,AZ,TRUE,20:00,TRUE,TRUE,FALSE,TRUE,"1205 E Van Buren St
Phoenix, AZ 85006",20:00,,,FALSE,,,FALSE,9:00,,FALSE,FALSE,20:00,free,TRUE,Phoenix,,TRUE,,4,,business,TRUE,FALSE,,FALSE,FALSE,,-112.055957,20:00,,20:00,20:00,TRUE,FALSE,9:00,,,,TRUE,19:00,TRUE,,,FALSE,,,9:00,average,,casual,,TRUE,,,FALSE,,,FALSE
ykfTh6HI219NoMsWBxulxw,TRUE,,,11:00,,,,,11:00,Chinese;Restaurants,33.466043,FALSE,beer_and_wine,FALSE,,TRUE,FALSE,FALSE,11:00,FALSE,,Gourmet House of Hong Kong,11:00,TRUE,FALSE,FALSE,yes_free,,,,,1,FALSE,FALSE,,,77,,AZ,TRUE,22:00,TRUE,,FALSE,TRUE,"1438 E McDowell Rd
Phoenix, AZ 85006",21:30,,,FALSE,,,FALSE,11:00,,FALSE,FALSE,21:30,no,TRUE,Phoenix,,TRUE,,3.5,,business,TRUE,FALSE,,FALSE,TRUE,,-112.05026,21:30,,21:30,22:00,TRUE,FALSE,11:00,,,,TRUE,21:00,FALSE,,,,,,11:00,quiet,,casual,,TRUE,,,FALSE,,,FALSE
